Date,Price,Commodity,Units,Type,Data Source,Ticker,has_quality_issues
2024-02-16,-7.5200000000000005,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-02-23,-7.2700000000000005,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-03-01,-6.94,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-03-08,-7.33,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-03-15,-7.2700000000000005,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-03-22,-6.9799999999999995,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-03-29,-6.12,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-04-05,-5.29,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-04-12,-6.279999999999999,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-04-19,-6.62,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-04-26,-6.63,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-05-03,-6.49,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-05-10,-6.859999999999999,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-05-17,-7.38,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-05-24,-7.15,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-05-31,-6.7,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-06-07,-7.340000000000001,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-06-14,-7.220000000000001,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-06-21,-7.7,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-06-28,-7.9,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-07-05,-8.440000000000001,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-07-12,-8.21,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-07-19,-7.62,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-07-26,-8.39,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-08-02,-8.1375,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-08-09,-6.6000000000000005,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-08-16,-6.25,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-08-23,-6.62,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-08-30,-6.16,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-09-06,-6.425,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-09-13,-6.6,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-09-20,-5.85,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-09-27,-5.81,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-10-04,-5.7,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-10-11,-5.7,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-10-18,-5.9,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-10-25,-5.95,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-11-01,-5.470000000000001,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-11-08,-6.0200000000000005,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-11-15,-6.12,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-11-22,-5.75,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-11-29,-4.0,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-12-06,-4.0,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-12-13,-4.0,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-12-20,-4.0,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-12-27,-4.0,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-01-03,-5.2,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-01-10,-5.42,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-01-17,-5.15,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-01-24,-5.08,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-01-31,-4.36,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-02-07,-3.7625,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-02-14,-4.24,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-02-21,-3.3375,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-02-28,-3.8,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-03-07,-3.7800000000000002,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-03-14,-4.0600000000000005,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-03-21,-4.0,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-03-28,-3.7399999999999998,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-04-04,-3.12,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-04-11,-3.34,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-04-18,-3.4375,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-04-25,-3.25,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-05-02,-3.724,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-05-09,-3.38,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
